uuid,title,friendly_title,image,language,categories,website
8d62d3880db2425b890b986e58aca393,Ecommerce_Conversations_by_Practical_Ecommerce,"Ecommerce Conversations, by Practical Ecommerce",http://is4.mzstatic.com/image/thumb/Music6/v4/81/e6/c0/81e6c012-4521-f8df-6f0c-1439985ae4f0/source/600x600bb.jpg,English,Technology,http://www.practicalecommerce.com
